Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Time JD
28745,-39391,30,A,-0.0023,0.9912,-6.4,-25.0,90,347,31.0,59,1288311.4115625
28735,-39385,35,T,-0.1,1.0341,4.6,-77.7,84,16,115.0,199,1288487.544641204
28726,-39379,40,A,-0.773,0.9391,-58.0,-64.7,39,330,355.0,326,1288665.5892592592
28717,-39373,45,T,0.5979,1.0587,49.3,60.5,53,201,241.0,256,1288842.2014467593
28709,-39368,12,P,1.4509,0.1921,67.8,149.4,0,169,0.0,0,1288989.8959374998
28708,-39367,50,P,-1.4909,0.1267,-70.3,47.7,0,223,0.0,0,1289019.587511574
28700,-39362,17,P,-1.3189,0.4103,-67.0,-49.4,0,2,0.0,0,1289167.4628124998
28698,-39361,55,P,1.3193,0.4077,69.5,-45.4,0,327,0.0,0,1289196.8641203702
28691,-39356,22,A,0.6863,0.9908,20.2,65.7,47,180,45.0,60,1289344.1585069445
28681,-39350,27,A,-0.6074,0.9678,-13.7,-169.9,53,356,146.0,244,1289521.8083101853
28672,-39344,32,T,-0.0323,1.0408,-25.8,-130.1,88,5,137.0,225,1289698.6975231483
28663,-39338,37,A,0.1501,0.9466,32.4,158.5,81,171,199.0,383,1289875.8828125
28653,-39332,42,T,-0.7031,1.0399,-67.1,-25.7,45,23,189.0,154,1290053.3552546296
28644,-39326,47,A,0.9035,0.9582,77.9,64.7,25,98,359.0,168,1290229.933125
28636,-39321,14,P,1.4146,0.2475,61.7,48.1,0,237,0.0,0,1290378.3582754629
28635,-39320,52,P,-1.4171,0.235,-63.8,-4.8,0,149,0.0,0,1290407.935925926
28627,-39315,19,Ts,-0.9938,1.0314,-59.0,-138.7,5,306,0.0,123,1290554.8675925925
28618,-39309,24,A,0.7772,0.922,34.2,-46.0,39,212,454.0,497,1290732.5221180557
28609,-39303,29,T,-0.2259,1.0793,-2.0,-69.9,77,333,262.0,391,1290909.539826389
28599,-39297,34,A,0.101,0.9212,-1.6,-55.0,84,209,299.0,558,1291086.4853587963
28590,-39291,39,T,0.5187,1.0599,32.7,12.7,59,146,228.0,273,1291264.2482407407
28581,-39285,44,A,-0.5913,0.9562,-33.3,-105.5,54,36,194.0,247,1291440.5628819445
28573,-39280,11,P,-1.4222,0.2341,-61.0,124.5,0,250,0.0,0,1291589.2957986111
28571,-39279,49,P,1.3203,0.4096,60.7,100.1,0,87,0.0,0,1291618.7984490742
28564,-39274,16,P,1.421,0.2159,61.6,51.6,0,299,0.0,0,1291765.510914352
28562,-39273,54,P,-1.25,0.5376,-60.6,51.2,0,85,0.0,0,1291794.9467361113
28555,-39268,21,A,-0.7271,0.9315,-53.3,13.0,43,316,367.0,361,1291943.3948958335
28545,-39262,26,T,0.7202,1.0574,56.9,80.9,44,223,271.0,221,1292120.1930324077
28536,-39256,31,A,-0.0013,0.943,-17.2,-18.0,90,351,211.0,400,1292297.3937152778
28527,-39250,36,T,0.0084,1.0297,20.1,-177.7,89,196,101.0,167,1292474.8260416668
28517,-39244,41,A,0.717,0.9825,23.7,-106.5,44,160,88.0,110,1292651.597361111
28508,-39238,46,A,-0.7713,0.9712,-27.2,23.4,39,16,160.0,190,1292829.2280671296
28501,-39233,13,P,-1.299,0.4458,-66.3,56.5,0,184,0.0,0,1292976.6609722222
28499,-39232,51,P,1.3721,0.3102,63.6,53.7,0,148,0.0,0,1293006.0939583334
28491,-39227,18,P,1.3224,0.4108,67.1,47.3,0,3,0.0,0,1293153.7007060186
28490,-39226,56,Pb,-1.5509,0.0224,-64.4,-30.8,0,24,0.0,0,1293183.3407175925
28482,-39221,23,T,-0.649,1.0317,-63.2,1.3,49,5,142.0,132,1293331.314652778
28473,-39215,28,A,0.5331,0.9782,53.5,-177.2,58,172,92.0,118,1293507.8020601852
28464,-39209,33,A,0.0291,0.9864,-19.0,175.9,88,187,48.0,89,1293685.8370486111
28454,-39203,38,T,-0.2624,1.036,4.0,50.0,75,351,125.0,226,1293862.190462963
28445,-39197,43,A,0.7502,0.9296,30.3,99.6,41,191,397.0,506,1294040.071273148
28437,-39192,10,Pe,1.4971,0.059,71.3,169.3,0,70,0.0,0,1294187.5571064816
28436,-39191,48,Ts,-0.9953,1.0601,-67.1,-150.8,3,329,0.0,226,1294216.8327314814
28427,-39185,53,P,1.4363,0.2256,70.3,140.9,0,223,0.0,0,1294394.054201389
28419,-39180,20,T,0.8047,1.0409,52.2,9.7,36,150,229.0,179,1294542.2385300926
28410,-39174,25,A,-0.8658,0.9689,-54.3,-62.2,30,32,222.0,154,1294718.4222453705
28400,-39168,30,A,0.0597,0.9904,1.3,-136.6,87,162,34.0,64,1294896.7117939815
28391,-39162,35,T,-0.1239,1.0336,-0.9,155.2,83,17,114.0,194,1295072.8905787037
28382,-39156,40,A,-0.7137,0.9415,-49.2,-175.3,44,333,307.0,340,1295250.8773842594
28373,-39150,45,T,0.5678,1.0558,43.1,-66.0,55,202,223.0,253,1295427.546875
28365,-39145,12,P,1.4773,0.1451,68.8,22.1,0,158,0.0,0,1295575.213449074
28364,-39144,50,P,-1.437,0.2165,-71.0,-72.2,0,236,0.0,0,1295604.8802314815
28356,-39139,17,P,-1.3793,0.3003,-68.0,-173.5,0,13,0.0,0,1295752.7728356482
28354,-39138,55,P,1.2862,0.47,70.3,-179.4,0,315,0.0,0,1295782.1972106483
28347,-39133,22,A,0.7031,0.9964,22.9,-61.1,45,176,18.0,23,1295929.499849537
28337,-39127,27,A,-0.6788,0.9617,-19.9,83.6,47,1,189.0,286,1296107.0938541666
28328,-39121,32,T,-0.0199,1.0449,-24.5,100.9,89,0,150.0,248,1296284.0558217594
28319,-39115,37,A,0.0697,0.9446,27.9,61.9,86,176,205.0,420,1296461.1524884258
28310,-39109,42,T,-0.6968,1.0409,-67.9,-148.2,46,12,192.0,160,1296638.7194791667
28301,-39103,47,A,0.8199,0.9615,76.7,9.0,35,143,246.0,167,1296815.207974537
28293,-39098,14,P,1.4187,0.2411,62.3,-89.7,0,228,0.0,0,1296963.7119560186
28291,-39097,52,P,-1.4181,0.2335,-64.8,-145.1,0,159,0.0,0,1296993.2943865743
28284,-39092,19,P,-1.0662,0.8865,-62.0,111.3,0,307,0.0,0,1297140.1676273148
28282,-39091,57,Pb,1.5268,0.0278,64.0,136.6,0,28,0.0,0,1297169.527523148
28274,-39086,24,A,0.783,0.9196,32.1,-171.4,38,208,476.0,538,1297317.8588194442
28265,-39080,29,T,-0.299,1.0806,-2.4,177.5,73,335,271.0,405,1297494.8502314813
28256,-39074,34,A,0.1089,0.9207,-5.4,-176.2,84,207,302.0,572,1297671.8172222222
28247,-39068,39,T,0.4491,1.0598,33.1,-97.9,63,147,218.0,275,1297849.5569444445
28238,-39062,44,A,-0.5793,0.9571,-37.0,129.6,54,36,188.0,235,1298025.9042129628
28230,-39057,11,P,-1.4826,0.1282,-60.7,6.4,0,259,0.0,0,1298174.595648148
28228,-39056,49,P,1.2557,0.5268,60.8,-16.6,0,78,0.0,0,1298204.0945833332
28221,-39051,16,P,1.4473,0.1666,61.2,-82.3,0,290,0.0,0,1298350.8543055553
28219,-39050,54,P,-1.2332,0.5683,-60.6,-85.9,0,95,0.0,0,1298380.2997337964
28211,-39045,21,A,-0.7833,0.9328,-52.4,-88.9,38,312,395.0,349,1298528.6860995372
28202,-39039,26,T,0.7576,1.0524,54.8,-39.1,40,227,263.0,203,1298705.5324421297
28193,-39033,31,A,-0.0471,0.948,-16.2,-127.4,87,335,191.0,352,1298882.6966087965
28184,-39027,36,T,0.0541,1.0233,19.6,65.5,87,203,80.0,129,1299060.1497800925
28175,-39021,41,A,0.6817,0.9893,22.9,133.1,47,157,50.0,64,1299236.9238541669
28165,-39015,46,A,-0.7169,0.9663,-24.0,-87.3,44,20,172.0,224,1299414.5279050926
28158,-39010,13,P,-1.3063,0.432,-65.3,-86.0,0,195,0.0,0,1299562.0240393518
28156,-39009,51,P,1.3456,0.359,62.8,-81.8,0,138,0.0,0,1299591.4402314816
28149,-39004,18,P,1.4029,0.2735,66.0,-60.8,0,352,0.0,0,1299738.9676851851
28147,-39003,56,P,-1.4854,0.1352,-63.5,-142.7,0,34,0.0,0,1299768.620486111
28139,-38998,23,T,-0.6543,1.0314,-64.7,-123.2,49,355,141.0,129,1299916.6796180557
28130,-38992,28,A,0.6121,0.9793,60.9,84.5,52,178,94.0,104,1300093.0812037038
28121,-38986,33,A,0.0277,0.9844,-21.1,47.3,89,182,55.0,103,1300271.192604167
28112,-38980,38,T,-0.1849,1.0392,10.8,-59.9,79,355,134.0,244,1300447.4878703703
28103,-38974,43,A,0.7504,0.928,28.0,-27.5,41,187,409.0,537,1300625.4127314815
28094,-38968,48,T,-0.92,1.0676,-47.4,76.5,23,347,567.0,304,1300802.1400231482
28084,-38962,53,P,1.4332,0.2307,69.5,6.3,0,210,0.0,0,1300979.3889930556
28077,-38957,20,T,0.8751,1.0378,62.5,-113.9,29,140,263.0,151,1301127.5460185185
28067,-38951,25,A,-0.875,0.9693,-59.2,167.8,29,37,227.0,144,1301303.7655439815
28058,-38945,30,A,0.1285,0.9893,9.4,113.8,83,162,38.0,71,1301482.0053935184
28049,-38939,35,T,-0.1406,1.0331,-6.2,25.9,82,18,113.0,189,1301658.2427777778
28040,-38933,40,A,-0.6482,0.9436,-40.3,76.8,49,336,271.0,355,1301836.1599421296
28031,-38927,45,T,0.5435,1.0528,37.1,165.3,57,202,207.0,250,1302012.8969328704
28023,-38922,12,P,1.5086,0.089,69.7,-104.4,0,145,0.0,0,1302160.5269097222
28022,-38921,50,P,-1.3779,0.3161,-71.5,168.7,0,250,0.0,0,1302190.1690277779
28014,-38916,17,P,-1.4341,0.2018,-69.0,60.3,0,24,0.0,0,1302338.0866898147
28012,-38915,55,P,1.2589,0.5206,71.0,44.4,0,302,0.0,0,1302367.5347337963
28005,-38910,22,H,0.7262,1.0022,26.8,173.3,43,171,11.0,13,1302514.8367592592
27996,-38904,27,A,-0.745,0.9554,-26.8,-25.0,42,5,244.0,322,1302692.3830208334
27986,-38898,32,T,-0.0012,1.0493,-21.9,-26.7,90,359,164.0,273,1302869.4092824075
27977,-38892,37,Am,-0.0047,0.9423,22.9,-37.5,90,1,213.0,456,1303046.4273958334
27968,-38886,42,T,-0.6845,1.0423,-66.7,91.4,47,360,195.0,168,1303224.078275463
27959,-38880,47,A,0.7428,0.9638,71.7,-70.1,42,168,197.0,168,1303400.4891203702
27951,-38875,14,P,1.4236,0.2332,63.1,132.9,0,218,0.0,0,1303549.0641087964
27950,-38874,52,P,-1.4149,0.2394,-65.8,75.9,0,170,0.0,0,1303578.6483101852
27942,-38869,19,P,-1.1384,0.7506,-62.7,-7.6,0,316,0.0,0,1303725.4683796295
27941,-38868,57,P,1.4501,0.1683,65.0,18.5,0,19,0.0,0,1303754.8244560186
27933,-38863,24,A,0.7876,0.9179,30.5,63.0,38,204,494.0,576,1303903.195949074
27924,-38857,29,T,-0.3742,1.0809,-3.7,65.4,68,338,280.0,416,1304080.1587500002
27915,-38851,34,Am,0.114,0.9209,-8.9,61.8,84,204,301.0,583,1304257.1518865742
27905,-38845,39,T,0.375,1.0587,33.2,153.4,68,150,207.0,276,1304434.861585648
27896,-38839,44,A,-0.5727,0.9586,-41.2,3.2,55,36,181.0,221,1304611.2507175927
27889,-38834,11,Pe,-1.5505,0.0093,-60.6,-109.0,0,267,0.0,0,1304759.8880787035
27887,-38833,49,P,1.1859,0.6532,61.1,-131.6,0,69,0.0,0,1304789.3856365741
27880,-38828,16,P,1.4675,0.129,60.9,141.7,0,281,0.0,0,1304936.203599537
27878,-38827,54,P,-1.2217,0.5894,-60.8,135.2,0,104,0.0,0,1304965.6575578703
27870,-38822,21,A,-0.8464,0.9338,-52.5,171.8,32,308,452.0,338,1305113.9711226851
27861,-38816,26,T,0.7886,1.0474,52.3,-162.9,38,228,253.0,185,1305290.8771064817
27852,-38810,31,Am,-0.1004,0.9532,-15.0,125.2,84,332,172.0,307,1305467.993599537
27843,-38804,36,H3,0.0932,1.0168,18.0,-53.2,85,206,58.0,92,1305645.478275463
27834,-38798,41,A,0.6398,0.9965,22.5,15.0,50,153,16.0,20,1305822.2454166664
27825,-38792,46,A,-0.669,0.961,-22.4,160.5,48,24,186.0,257,1305999.8325462963
27817,-38787,13,P,-1.3183,0.4091,-64.3,133.2,0,205,0.0,0,1306147.3833680556
27816,-38786,51,P,1.3134,0.4191,62.1,144.6,0,129,0.0,0,1306176.781875
27808,-38781,18,P,1.4776,0.1463,65.1,-170.2,0,343,0.0,0,1306324.2394097222
27806,-38780,56,P,-1.4262,0.2368,-62.7,103.8,0,43,0.0,0,1306353.905925926
27799,-38775,23,T,-0.663,1.0314,-64.9,114.2,48,344,142.0,128,1306502.0415509257
27790,-38769,28,A,0.6878,0.9799,67.3,-10.7,46,188,99.0,94,1306678.3637847223
27781,-38763,33,A,0.024,0.9828,-22.4,-80.0,89,177,61.0,114,1306856.5454629632
27771,-38757,38,T,-0.1092,1.0418,16.7,-169.7,84,359,141.0,253,1307032.7876736112
27762,-38751,43,A,0.7477,0.927,26.0,-153.4,41,182,414.0,559,1307210.7511574074
27753,-38745,48,T,-0.8458,1.0708,-36.5,-42.7,32,354,433.0,348,1307387.4485879631
27744,-38739,53,P,1.4287,0.2379,68.5,-127.4,0,198,0.0,0,1307564.7230324075
27736,-38734,20,T,0.9484,1.0331,72.9,106.5,18,114,360.0,118,1307712.8501967592
27727,-38728,25,A,-0.8802,0.9703,-63.8,36.7,28,41,225.0,132,1307889.1130324071
27718,-38722,30,A,0.2024,0.9877,17.7,6.1,78,162,44.0,81,1308067.2939004633
27709,-38716,35,T,-0.1518,1.0329,-11.3,-105.0,81,18,112.0,185,1308243.5999537036
27700,-38710,40,A,-0.5743,0.9456,-31.2,-28.1,55,339,242.0,370,1308421.4351157409
27691,-38704,45,T,0.5265,1.0498,31.5,34.3,58,201,193.0,245,1308598.2528472224
27683,-38699,12,Pe,1.5482,0.0177,70.4,131.0,0,133,0.0,0,1308745.8335532406
27682,-38698,50,P,-1.3101,0.4314,-71.8,51.8,0,263,0.0,0,1308775.4512500002
27674,-38693,17,P,-1.4816,0.1178,-69.9,-68.3,0,36,0.0,0,1308923.4058449075
27673,-38692,55,P,1.239,0.5572,71.4,-94.3,0,288,0.0,0,1308952.877962963
27665,-38687,22,H,0.7569,1.008,31.8,49.2,41,167,42.0,46,1309100.1678587964
27656,-38681,27,A,-0.8039,0.949,-34.1,-136.5,36,10,314.0,349,1309277.6774421297
27647,-38675,32,T,0.0231,1.0538,-18.3,-153.3,89,171,178.0,299,1309454.7582175925
27638,-38669,37,A,-0.074,0.9398,17.4,-139.2,86,5,224.0,491,1309631.7064930557
27629,-38663,42,T,-0.6681,1.044,-63.6,-30.0,48,351,198.0,178,1309809.4331597222
27619,-38657,47,A,0.6701,0.9653,65.4,-163.2,48,181,170.0,171,1309985.7747685185
27612,-38652,14,P,1.4299,0.2226,64.0,-4.1,0,208,0.0,0,1310134.414363426
27610,-38651,52,P,-1.4071,0.2534,-66.8,-61.9,0,181,0.0,0,1310163.9974074073
27603,-38646,19,P,-1.2093,0.6161,-63.5,-127.3,0,326,0.0,0,1310310.770497685
27601,-38645,57,P,1.3775,0.3018,65.9,-101.6,0,9,0.0,0,1310340.125787037
27594,-38640,24,A,0.7917,0.9169,29.4,-62.5,37,199,508.0,607,1310488.5328587962
27585,-38634,29,T,-0.449,1.0804,-5.8,-47.1,63,341,288.0,423,1310665.4677083332
27575,-38628,34,A,0.1179,0.9218,-11.9,-60.4,83,201,298.0,592,1310842.4877199072
27566,-38622,39,T,0.3003,1.0569,32.9,45.3,72,154,196.0,275,1311020.1650578703
27557,-38616,44,A,-0.5683,0.9606,-45.4,-123.4,55,35,172.0,206,1311196.5997222222
27548,-38610,49,P,1.1121,0.7859,61.5,114.7,0,61,0.0,0,1311374.6726967592
27541,-38605,16,P,1.4819,0.1024,60.8,3.8,0,272,0.0,0,1311521.558425926
27539,-38604,54,P,-1.2142,0.6033,-61.1,-5.1,0,113,0.0,0,1311551.019050926
27532,-38599,21,A,-0.916,0.934,-54.2,77.1,23,303,599.0,327,1311699.2499537035
27522,-38593,26,T,0.8129,1.0426,49.7,69.8,35,228,240.0,170,1311876.2271527778
27513,-38587,31,A,-0.1607,0.9582,-13.9,19.8,81,331,154.0,268,1312053.2852199075
27504,-38581,36,H,0.1245,1.0105,15.6,-174.3,83,208,36.0,57,1312230.8123842592
27495,-38575,41,H,0.5905,1.0037,22.4,-100.6,54,151,16.0,21,1312407.5616782408
27486,-38569,46,A,-0.6278,0.9557,-22.1,46.7,51,27,203.0,287,1312585.1422106482
27478,-38564,13,P,-1.3367,0.374,-63.4,-5.3,0,215,0.0,0,1312732.737546296
27477,-38563,51,P,1.2737,0.4938,61.5,13.4,0,120,0.0,0,1312762.117488426
27469,-38558,18,Pe,1.5469,0.0288,64.1,79.0,0,333,0.0,0,1312909.5158333334
27468,-38557,56,P,-1.3738,0.3261,-62.0,-11.8,0,53,0.0,0,1312939.197638889
27460,-38552,23,T,-0.6783,1.0316,-64.1,-6.7,47,334,145.0,128,1313087.3977083333
27451,-38546,28,A,0.7583,0.9799,72.1,-101.1,40,204,110.0,88,1313263.6514930555
27442,-38540,33,A,0.0153,0.9818,-23.0,154.4,89,171,65.0,120,1313441.8938425926
27433,-38534,38,T,-0.0367,1.0436,21.8,80.1,88,4,146.0,256,1313618.0906944445
27424,-38528,43,A,0.7423,0.9267,24.4,81.6,42,178,412.0,570,1313796.0869444443
27415,-38522,48,T,-0.7726,1.0725,-27.8,-159.8,39,359,371.0,378,1313972.7581944445
27406,-38516,53,P,1.424,0.2455,67.4,99.6,0,186,0.0,0,1314150.0568055557
27398,-38511,20,P,1.0262,0.9579,70.4,-75.9,0,44,0.0,0,1314298.1498148148
27397,-38510,58,Pb,-1.5122,0.0354,-67.9,-43.0,0,347,0.0,0,1314327.4698611111
27389,-38505,25,A,-0.8802,0.9718,-68.2,-94.9,28,44,214.0,120,1314474.4654282408
27380,-38499,30,A,0.281,0.9855,26.2,-99.7,74,163,53.0,93,1314652.5775694444
27371,-38493,35,Tm,-0.1583,1.033,-16.2,122.9,81,17,113.0,184,1314828.961412037
27362,-38487,40,A,-0.4964,0.9472,-22.2,-131.1,60,342,222.0,385,1315006.7066550925
27353,-38481,45,T,0.5147,1.0469,26.4,-98.3,59,200,181.0,239,1315183.613020833
27344,-38475,50,P,-1.2378,0.5555,-71.8,-64.1,0,277,0.0,0,1315360.7301967593
27336,-38470,17,Pe,-1.5234,0.0453,-70.6,161.1,0,49,0.0,0,1315508.729074074
27335,-38469,55,P,1.2245,0.5834,71.6,125.2,0,274,0.0,0,1315538.2251388887
27327,-38464,22,T,0.7934,1.0136,37.9,-74.1,37,162,76.0,73,1315685.4945833331
27318,-38458,27,A,-0.8556,0.9425,-41.7,109.0,31,16,409.0,367,1315862.976875
27309,-38452,32,T,0.0548,1.0583,-13.5,81.6,87,168,192.0,323,1316040.100972222
27300,-38446,37,A,-0.1346,0.9372,11.6,115.9,82,8,236.0,519,1316216.992662037
27291,-38440,42,T,-0.645,1.0458,-59.0,-152.4,50,344,200.0,192,1316394.7818055556
27282,-38434,47,A,0.6047,0.9663,58.8,95.4,53,189,153.0,176,1316571.0671527777
27274,-38429,14,P,1.44,0.2055,65.0,-139.9,0,198,0.0,0,1316719.7605092593
27273,-38428,52,P,-1.3934,0.2781,-67.9,162.1,0,192,0.0,0,1316749.3403819443
27266,-38423,19,P,-1.2772,0.4869,-64.4,111.9,0,335,0.0,0,1316896.075416667
27264,-38422,57,P,1.3106,0.4253,66.9,136.0,0,358,0.0,0,1316925.4326041667
27256,-38417,24,A,0.7982,0.9166,29.2,172.8,37,194,522.0,627,1317073.8674074074
27247,-38411,29,T,-0.5241,1.0788,-8.9,-159.9,58,345,297.0,424,1317250.7762615741
27238,-38405,34,A,0.1215,0.9234,-14.2,177.4,83,197,291.0,594,1317427.8241319444
27229,-38399,39,T,0.2242,1.0541,31.9,-62.0,77,159,183.0,272,1317605.466747685
27220,-38393,44,A,-0.5659,0.9632,-49.4,110.2,55,32,161.0,189,1317781.950925926
27211,-38387,49,P,1.036,0.9221,62.0,2.0,0,52,0.0,0,1317959.9570023147
27204,-38382,16,P,1.4903,0.087,60.8,-136.0,0,262,0.0,0,1318106.9187500002
27202,-38381,54,P,-1.2105,0.6101,-61.7,-146.7,0,122,0.0,0,1318136.3839930554
27195,-38376,21,As,-0.9919,0.9319,-59.5,-0.9,6,286,0.0,307,1318284.5231712963
27186,-38370,26,T,0.8312,1.0379,47.2,-60.6,33,226,224.0,156,1318461.582025463
27177,-38364,31,A,-0.227,0.9632,-13.0,-84.0,77,330,136.0,232,1318638.5723379632
27168,-38358,36,H,0.1494,1.0042,12.5,62.4,81,209,15.0,23,1318816.151365741
27159,-38352,41,H,0.5345,1.0108,22.5,145.9,58,149,43.0,59,1318992.8732175925
27150,-38346,46,A,-0.5936,0.9504,-23.1,-69.0,53,30,221.0,315,1319170.4573842592
27142,-38341,13,P,-1.3608,0.3277,-62.6,-142.0,0,225,0.0,0,1319318.087349537
27140,-38340,51,P,1.2287,0.5796,61.1,-116.3,0,111,0.0,0,1319347.4490162036
27131,-38334,56,P,-1.3272,0.405,-61.4,-129.1,0,62,0.0,0,1319524.4947453702
27124,-38329,23,T,-0.6985,1.0318,-62.4,-127.4,45,325,150.0,128,1319672.7495949073
27115,-38323,28,A,0.8232,0.9795,74.3,173.6,34,227,129.0,85,1319848.9446875001
27106,-38317,33,A,0.0011,0.9811,-23.1,30.9,90,10,67.0,123,1320027.2368055554
27097,-38311,38,T,0.0316,1.0447,25.7,-30.8,88,188,149.0,252,1320203.3979282407
27088,-38305,43,A,0.7314,0.9271,23.1,-41.4,43,173,401.0,569,1320381.4176851853
27079,-38299,48,T,-0.7034,1.0729,-21.0,83.1,45,3,333.0,393,1320558.0712037038
27070,-38293,53,P,1.4143,0.2611,66.3,-31.4,0,175,0.0,0,1320735.3868287038
27062,-38288,20,P,1.1043,0.8104,69.6,162.6,0,32,0.0,0,1320883.4483101852
27061,-38287,58,P,-1.4461,0.1636,-67.0,-166.0,0,357,0.0,0,1320912.7763310187
27053,-38282,25,A,-0.8784,0.974,-72.5,134.2,28,45,196.0,107,1321059.8203587963
27044,-38276,30,A,0.3635,0.9828,34.9,156.4,68,164,66.0,106,1321237.8570949074
27035,-38270,35,T,-0.1609,1.0335,-20.6,-10.1,81,16,114.0,184,1321414.3264699075
27026,-38264,40,A,-0.4123,0.9484,-13.2,128.0,66,344,207.0,397,1321591.973125
27017,-38258,45,T,0.5085,1.0444,21.8,127.5,59,198,171.0,234,1321768.9775462963
27008,-38252,50,P,-1.1588,0.6923,-71.6,-178.2,0,290,0.0,0,1321946.0044097223
26999,-38246,55,P,1.2167,0.5973,71.6,-17.2,0,260,0.0,0,1322123.5775115741
26992,-38241,22,T,0.8367,1.0189,45.1,163.0,33,157,117.0,93,1322270.8161458333
26983,-38235,27,A,-0.9002,0.9361,-49.5,-9.0,25,22,544.0,377,1322448.281550926
26974,-38229,32,T,0.0926,1.0627,-7.9,-42.4,85,166,206.0,345,1322625.4390625001
26965,-38223,37,A,-0.1883,0.9345,5.6,8.3,79,12,248.0,540,1322802.2847569445
26956,-38217,42,T,-0.6152,1.0477,-53.4,84.6,52,341,201.0,207,1322980.124560185
26947,-38211,47,A,0.5457,0.9669,52.0,-11.1,57,193,142.0,182,1323156.3659374998
26939,-38206,14,P,1.4539,0.1815,66.1,85.2,0,187,0.0,0,1323305.1027777777
26938,-38205,52,P,-1.3734,0.314,-68.9,27.8,0,204,0.0,0,1323334.6773148149
26930,-38200,19,P,-1.3419,0.3633,-65.3,-10.5,0,345,0.0,0,1323481.3836574075
26929,-38199,57,P,1.2493,0.5386,68.0,10.9,0,348,0.0,0,1323510.745185185
26921,-38194,24,A,0.8081,0.9168,29.9,49.2,36,189,536.0,634,1323659.198726852
26912,-38188,29,T,-0.5964,1.0763,-12.9,85.9,53,349,307.0,416,1323836.0871527777
26903,-38182,34,A,0.1263,0.9256,-15.7,55.8,83,193,282.0,589,1324013.159837963
26894,-38176,39,T,0.1481,1.0506,30.1,-169.3,81,164,170.0,266,1324190.767847222
26885,-38170,44,A,-0.5634,0.9664,-52.9,-14.9,55,28,146.0,170,1324367.3026851853
26876,-38164,49,A,0.9583,0.984,71.3,-74.5,16,76,204.0,58,1324545.2393402779
26869,-38159,16,P,1.4954,0.0776,61.1,82.9,0,253,0.0,0,1324692.2825925925
26867,-38158,54,P,-1.2071,0.6165,-62.3,71.3,0,132,0.0,0,1324721.7495138887
26860,-38153,21,P,-1.0725,0.838,-60.7,-95.9,0,284,0.0,0,1324869.7919791667
26851,-38147,26,T,0.8441,1.0338,44.7,166.4,32,223,208.0,144,1325046.9413541667
26842,-38141,31,A,-0.2985,0.9678,-12.5,173.5,73,330,120.0,202,1325223.8558333332
26833,-38135,36,A,0.1687,0.9984,9.0,-62.6,80,210,6.0,9,1325401.494398148
26824,-38129,41,T,0.4725,1.0177,23.0,34.4,62,148,68.0,93,1325578.180590278
26815,-38123,46,A,-0.5664,0.9454,-25.2,173.4,55,32,239.0,340,1325755.7779050926
26808,-38118,13,P,-1.3931,0.2654,-62.0,84.0,0,234,0.0,0,1325903.4302314816
26806,-38117,51,P,1.1755,0.6818,60.8,116.6,0,102,0.0,0,1325932.7738888888
26797,-38111,56,P,-1.2889,0.4693,-60.9,111.1,0,71,0.0,0,1326109.7992824076
26790,-38106,23,T,-0.7266,1.032,-60.4,113.0,43,318,157.0,128,1326258.094513889
26781,-38100,28,A,0.881,0.9785,73.5,86.9,28,250,163.0,85,1326434.2444907406
26772,-38094,33,A,-0.02,0.9808,-22.5,-90.4,89,345,68.0,123,1326612.5733796298
26763,-38088,38,Tm,0.0943,1.0452,28.3,-142.9,84,193,151.0,245,1326788.7103125
26754,-38082,43,A,0.7159,0.928,22.0,-162.6,44,168,384.0,557,1326966.7441550924
26745,-38076,48,T,-0.6363,1.0723,-15.6,-33.6,50,8,304.0,396,1327143.3860648149
26736,-38070,53,P,1.402,0.2809,65.2,-161.3,0,164,0.0,0,1327320.7148958333
26728,-38065,20,P,1.1844,0.66,68.7,42.7,0,20,0.0,0,1327468.744398148
26727,-38064,58,P,-1.3808,0.2894,-66.0,71.4,0,8,0.0,0,1327498.083275463
26719,-38059,25,A,-0.8749,0.9769,-76.7,6.0,29,43,172.0,93,1327645.1772800928
26710,-38053,30,A,0.4478,0.9794,43.5,54.1,63,166,82.0,120,1327823.1341319443
26701,-38047,35,T,-0.161,1.0345,-24.5,-143.5,81,13,118.0,188,1327999.6941087963
26692,-38041,40,A,-0.3266,0.9493,-4.6,28.3,71,347,196.0,406,1328177.2379282406
26684,-38035,45,T,0.505,1.0421,17.7,-7.3,60,196,162.0,230,1328354.3441319445
26675,-38029,50,P,-1.0776,0.8341,-71.1,68.5,0,303,0.0,0,1328531.2775578704
26666,-38023,55,P,1.2132,0.6032,71.3,-160.5,0,245,0.0,0,1328708.932789352
26658,-38018,22,T,0.8864,1.0236,53.5,39.4,27,150,173.0,106,1328856.1328356483
26649,-38012,27,A,-0.9368,0.9299,-57.2,-131.7,20,31,754.0,379,1329033.592210648
26640,-38006,32,T,0.1377,1.0668,-1.5,-164.9,82,164,220.0,363,1329210.7712152777
26631,-38000,37,A,-0.2333,0.9321,-0.4,-102.3,77,14,261.0,553,1329387.584247685
26622,-37994,42,T,-0.5781,1.0495,-46.9,-38.1,54,339,201.0,225,1329565.4608217592
26613,-37988,47,A,0.4954,0.9673,45.3,-122.2,60,196,135.0,188,1329741.6727662038
